#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
231.6250000000,132.2500000000
233.0937500000,131.2500000000
234.5312500000,130.2500000000
235.9218750000,130.2500000000
237.3906250000,129.2500000000
238.7812500000,129.2500000000
240.2500000000,128.2500000000
241.6406250000,128.2500000000
239.8125000000,192.2500000000
244.4218750000,128.2500000000
245.7968750000,128.2500000000
247.1875000000,128.2500000000
248.5781250000,128.2500000000
249.9687500000,128.2500000000
248.1406250000,192.2500000000
252.6718750000,129.2500000000
254.0625000000,129.2500000000
255.4531250000,129.2500000000
256.7500000000,130.2500000000
258.1406250000,130.2500000000
259.4687500000,131.2500000000
260.7812500000,132.2500000000
262.1718750000,132.2500000000
263.5000000000,133.2500000000
264.8125000000,134.2500000000
266.1406250000,135.2500000000
156.0625000000,154.0000000000
157.4218750000,154.2500000000
158.8437500000,153.2500000000
160.2343750000,153.2500000000
161.5625000000,154.2500000000
163.5625000000,143.5000000000
165.9531250000,128.5000000000
167.4375000000,127.2500000000
168.8906250000,126.2500000000
170.4218750000,124.2500000000
171.9843750000,122.2500000000
173.4375000000,121.2500000000
174.9062500000,120.2500000000
176.3750000000,119.2500000000
177.8593750000,118.2500000000
179.3125000000,117.2500000000
180.7812500000,116.2500000000
182.3593750000,114.2500000000
183.7343750000,114.2500000000
185.1250000000,114.2500000000
186.5937500000,113.2500000000
187.9843750000,113.2500000000
189.4687500000,112.2500000000
190.8593750000,112.2500000000
192.2343750000,112.2500000000
193.6093750000,112.2500000000
195.0000000000,112.2500000000
196.4687500000,111.2500000000
197.7656250000,112.2500000000
199.1406250000,112.2500000000
200.5312500000,112.2500000000
201.9062500000,112.2500000000
203.2812500000,112.2500000000
204.6718750000,112.2500000000
205.9375000000,113.2500000000
207.2656250000,114.0000000000
208.5156250000,115.2500000000
209.9062500000,115.2500000000
211.2812500000,115.2500000000
212.5781250000,116.2500000000
321.8437500000,152.2500000000
323.2656250000,151.2500000000
324.7031250000,150.2500000000
326.1250000000,149.2500000000
327.5625000000,148.2500000000
328.9375000000,148.2500000000
330.3125000000,148.2500000000
329.2031250000,211.2500000000
333.1406250000,147.2500000000
334.5156250000,147.2500000000
335.8906250000,147.2500000000
337.2031250000,148.2500000000
338.5781250000,148.2500000000
337.4375000000,212.2500000000
341.3437500000,148.2500000000
342.7187500000,148.2500000000
344.0937500000,148.2500000000
345.4062500000,149.2500000000
346.7812500000,149.2500000000
348.1250000000,150.2500000000
349.4843750000,151.2500000000
100.6250000000,156.2500000000
101.8593750000,159.2500000000
103.1406250000,161.2500000000
104.3593750000,164.2500000000
105.6250000000,167.2500000000
106.9062500000,169.2500000000
108.1562500000,172.2500000000
109.3593750000,176.2500000000
110.6406250000,179.2500000000
111.8593750000,183.2500000000
113.1250000000,186.2500000000
114.3593750000,190.2500000000
115.9687500000,184.2500000000
116.8125000000,199.5000000000
117.9218750000,208.5000000000
119.7343750000,194.5000000000
121.2343750000,191.2500000000
122.7031250000,188.2500000000
124.1875000000,185.2500000000
125.6718750000,182.2500000000
127.1875000000,179.2500000000
128.6718750000,176.2500000000
130.1406250000,174.2500000000
131.5937500000,172.2500000000
133.0625000000,170.2500000000
134.5312500000,168.2500000000
136.0000000000,166.2500000000
137.4218750000,165.2500000000
138.8906250000,163.2500000000
140.3125000000,162.2500000000
141.7500000000,161.2500000000
143.2187500000,159.2500000000
144.6562500000,158.2500000000
146.0781250000,157.2500000000
147.4531250000,157.2500000000
148.8750000000,156.2500000000
150.3125000000,155.2500000000
151.6875000000,155.2500000000
153.0625000000,155.2500000000
154.5000000000,154.2500000000
214.3281250000,120.2500000000
215.5625000000,122.2500000000
214.7812500000,0.0000000000
216.7031250000,145.5000000000
218.1093750000,145.2500000000
219.6250000000,143.2500000000
221.1406250000,141.2500000000
222.6562500000,139.2500000000
221.2656250000,202.2500000000
225.6250000000,136.2500000000
227.0937500000,135.2500000000
228.5468750000,134.2500000000
230.0156250000,133.2500000000
231.4687500000,132.2500000000
229.8281250000,195.2500000000
234.3906250000,130.2500000000
235.7812500000,130.2500000000
237.2500000000,129.2500000000
238.6406250000,129.2500000000
240.1093750000,128.2500000000
241.5000000000,128.2500000000
242.8906250000,128.2500000000
244.2812500000,128.2500000000
245.6718750000,128.2500000000
247.0625000000,128.2500000000
248.4531250000,128.2500000000
249.8437500000,128.2500000000
251.2343750000,128.2500000000
252.6250000000,128.2500000000
253.9375000000,129.2500000000
255.3281250000,129.2500000000
256.6406250000,130.2500000000
258.0312500000,130.2500000000
259.3593750000,131.2500000000
260.6718750000,132.2500000000
262.0625000000,132.2500000000
263.3906250000,133.2500000000
264.7031250000,134.2500000000
266.0312500000,135.2500000000
267.3437500000,136.2500000000
348.5156250000,150.2500000000
100.4218750000,156.0000000000
101.6875000000,158.2500000000
102.9375000000,161.2500000000
104.1718750000,164.2500000000
105.4843750000,166.2500000000
106.7343750000,169.2500000000
107.9843750000,172.2500000000
109.2031250000,176.2500000000
110.4843750000,179.2500000000
111.7187500000,183.2500000000
113.0000000000,186.2500000000
114.2500000000,190.2500000000
115.8437500000,184.2500000000
116.7500000000,198.5000000000
117.8281250000,208.5000000000
119.6562500000,194.5000000000
121.1562500000,191.2500000000
122.6250000000,188.2500000000
124.1250000000,185.2500000000
125.6250000000,182.2500000000
127.1406250000,179.2500000000
128.6406250000,176.2500000000
